"","enddate","FB.Close","lag","log.return","observation"
"50","2016-03-01",109.82,106.919998,0.0267617892855823,50
"51","2016-03-02",109.949997,109.82,0.00118302786491409,51
"52","2016-03-03",109.580002,109.949997,-0.00337079535386486,52
"53","2016-03-04",108.389999,109.580002,-0.0109190697600603,53
"54","2016-03-07",105.730003,108.389999,-0.0248471214831198,54
"55","2016-03-08",105.93,105.730003,0.00188979548980939,55
"56","2016-03-09",107.510002,105.93,0.0148053864916529,56
"57","2016-03-10",107.32,107.510002,-0.00176885954263462,57
"58","2016-03-11",109.410004,107.32,0.0192873044910042,58
"59","2016-03-14",109.889999,109.410004,0.00437752631039601,59
"60","2016-03-15",110.669998,109.889999,0.00707292584612595,60
"61","2016-03-16",112.18,110.669998,0.0135519418752414,61
"62","2016-03-17",111.019997,112.18,-0.0103943858403337,62
"63","2016-03-18",111.449997,111.019997,0.00386569467412023,63
"64","2016-03-21",111.849998,111.449997,0.00358263714107032,64
"65","2016-03-22",112.25,111.849998,0.00356985656731634,65
"66","2016-03-23",112.540001,112.25,0.00258019626849837,66
"67","2016-03-24",113.050003,112.540001,0.00452150237004734,67
"68","2016-03-28",113.690002,113.050003,0.00564523847180265,68
"69","2016-03-29",116.139999,113.690002,0.0213208876008935,69
"70","2016-03-30",114.699997,116.139999,-0.0124763533534686,70
"71","2016-03-31",114.099998,114.699997,-0.0052447586405906,71
"72","2016-04-01",116.059998,114.099998,0.0170320421904497,72
"73","2016-04-04",112.550003,116.059998,-0.0307096875224353,73
"74","2016-04-05",112.220001,112.550003,-0.00293635477366738,74
"75","2016-04-06",113.709999,112.220001,0.0131900996084369,75
"76","2016-04-07",113.639999,113.709999,-0.000615790656061321,76
"77","2016-04-08",110.629997,113.639999,-0.0268442752568685,77
"78","2016-04-11",108.989998,110.629997,-0.0149351563784874,78
"79","2016-04-12",110.610001,108.989998,0.014754393404024,79
"80","2016-04-13",110.510002,110.610001,-0.000904477256336911,80
"81","2016-04-14",110.839996,110.510002,0.00298165120812222,81
"82","2016-04-15",109.639999,110.839996,-0.0108854215928957,82
"83","2016-04-18",110.449997,109.639999,0.0073606403906874,83
"84","2016-04-19",112.290001,110.449997,0.0165219167854458,84
"85","2016-04-20",112.419998,112.290001,0.00115702029354026,85
"86","2016-04-21",113.440002,112.419998,0.00903224063078234,86
"87","2016-04-22",110.559998,113.440002,-0.0257157384846476,87
"88","2016-04-25",110.099998,110.559998,-0.0041693163663048,88
"89","2016-04-26",108.760002,110.099998,-0.0122453874099469,89
"90","2016-04-27",108.889999,108.760002,0.00119455102100652,90
"91","2016-04-28",116.730003,108.889999,0.069525412190516,91
"92","2016-04-29",117.580002,116.730003,0.00725536861889875,92
"93","2016-05-02",118.57,117.580002,0.00838453348617474,93
"94","2016-05-03",117.43,118.57,-0.0096610920929896,94
"95","2016-05-04",118.059998,117.43,0.00535054149501502,95
"96","2016-05-05",117.809998,118.059998,-0.00211981259046468,96
"97","2016-05-06",119.489998,117.809998,0.0141595288423204,97
"98","2016-05-09",119.239998,119.489998,-0.00209441708688463,98
"99","2016-05-10",120.5,119.239998,0.0105115008937338,99
"100","2016-05-11",119.519997,120.5,-0.00816605664660397,100
"101","2016-05-12",120.279999,119.519997,0.00633865352228913,101
"102","2016-05-13",119.809998,120.279999,-0.0039152118476844,102
"103","2016-05-16",118.669998,119.809998,-0.00956062313512174,103
"104","2016-05-17",117.349998,118.669998,-0.0111856095695897,104
"105","2016-05-18",117.650002,117.349998,0.00255322691894744,105
"106","2016-05-19",116.809998,117.650002,-0.00716546612716318,106
"107","2016-05-20",117.349998,116.809998,0.00461223920821574,107
"108","2016-05-23",115.970001,117.349998,-0.0118293596624675,108
"109","2016-05-24",117.699997,115.970001,0.0148074431861689,109
"110","2016-05-25",117.889999,117.699997,0.00161298904385188,110
"111","2016-05-26",119.470001,117.889999,0.0133133243778829,111
"112","2016-05-27",119.379997,119.470001,-0.000753644588768587,112
"113","2016-05-31",118.809998,119.379997,-0.00478609597407065,113
"114","2016-06-01",118.779999,118.809998,-0.000252527467806907,114
"115","2016-06-02",118.93,118.779999,0.00126205057036533,115
"116","2016-06-03",118.470001,118.93,-0.00387531233153116,116
"117","2016-06-06",118.790001,118.470001,0.00269746431204254,117
"118","2016-06-07",117.760002,118.790001,-0.00870856475540371,118
"119","2016-06-08",118.389999,117.760002,0.00533557901262416,119
"120","2016-06-09",118.559998,118.389999,0.00143489370179495,120
"121","2016-06-10",116.620003,118.559998,-0.0164983331600954,121
"122","2016-06-13",113.949997,116.620003,-0.0231610821542292,122
"123","2016-06-14",114.940002,113.949997,0.00865054111562191,123
"124","2016-06-15",114.599998,114.940002,-0.00296248365134577,124
"125","2016-06-16",114.389999,114.599998,-0.00183413303307312,125
"126","2016-06-17",113.019997,114.389999,-0.0120488861378369,126
"127","2016-06-20",113.370003,113.019997,0.00309206483381175,127
"128","2016-06-21",114.379997,113.370003,0.00886937976727431,128
"129","2016-06-22",113.910004,114.379997,-0.00411751423154616,129
"130","2016-06-23",115.080002,113.910004,0.0102188580352989,130
"131","2016-06-24",112.080002,115.080002,-0.0264146361894131,131
"132","2016-06-27",108.970001,112.080002,-0.0281402957075159,132
"133","2016-06-28",112.699997,108.970001,0.0336567702607544,133
"134","2016-06-29",114.160004,112.699997,0.0128716137807361,134
"135","2016-06-30",114.279999,114.160004,0.00105056040501239,135
"136","2016-07-01",114.190002,114.279999,-0.000787823383910258,136
"137","2016-07-05",114.199997,114.190002,8.75257239822957e-05,137
"138","2016-07-06",116.699997,114.199997,0.0216552426333623,138
"139","2016-07-07",115.849998,116.699997,-0.00731027997088773,139
"140","2016-07-08",117.239998,115.849998,0.0119268651689852,140
"141","2016-07-11",117.870003,117.239998,0.00535924890658013,141
"142","2016-07-12",117.93,117.870003,0.000508880411631552,142
"143","2016-07-13",116.779999,117.93,-0.00979941380959737,143
"144","2016-07-14",117.290001,116.779999,0.00435769476700809,144
"145","2016-07-15",116.860001,117.290001,-0.00367286337575035,145
"146","2016-07-18",119.370003,116.860001,0.0212512925553501,146
"147","2016-07-19",120.610001,119.370003,0.0103342696474487,147
"148","2016-07-20",121.919998,120.610001,0.0108028676477989,148
"149","2016-07-21",120.610001,121.919998,-0.0108028676477989,149
"150","2016-07-22",121,120.610001,0.00322833771040365,150
"151","2016-07-25",121.629997,121,0.00519307936863633,151
"152","2016-07-26",121.220001,121.629997,-0.00337654019277522,152
"153","2016-07-27",123.339996,121.220001,0.0173376523600641,153
"154","2016-07-28",125,123.339996,0.0133690001696349,154
"155","2016-07-29",123.940002,125,-0.00851614363149977,155
"156","2016-08-01",124.309998,123.940002,0.00298083604401178,156
"157","2016-08-02",123.089996,124.309998,-0.00986266708915728,157
"158","2016-08-03",122.510002,123.089996,-0.00472308699437907,158
"159","2016-08-04",124.360001,122.510002,0.0149879176004468,159
"160","2016-08-05",125.150002,124.360001,0.0063324406268821,160
"161","2016-08-08",125.260002,125.150002,0.000878559205450102,161
"162","2016-08-09",125.059998,125.260002,-0.00159798691722823,162
"163","2016-08-10",124.879997,125.059998,-0.00144035396271391,163
"164","2016-08-11",124.900002,124.879997,0.000160180960228296,164
"165","2016-08-12",124.879997,124.900002,-0.000160180960228296,165
"166","2016-08-15",123.900002,124.879997,-0.0078784474069673,166
"167","2016-08-16",123.300003,123.900002,-0.00485437027594848,167
"168","2016-08-17",124.370003,123.300003,0.00864058328602368,168
"169","2016-08-18",123.910004,124.370003,-0.00370548987732633,169
"170","2016-08-19",123.559998,123.910004,-0.0028286760459828,170
"171","2016-08-22",124.150002,123.559998,0.00476367619980778,171
"172","2016-08-23",124.370003,124.150002,0.00177048972350136,172
"173","2016-08-24",123.480003,124.370003,-0.00718179385783113,173
"174","2016-08-25",123.889999,123.480003,0.00331484312658059,174
"175","2016-08-26",124.959999,123.889999,0.00859961103284324,175
"176","2016-08-29",126.540001,124.959999,0.0125647935325635,176
"177","2016-08-30",125.839996,126.540001,-0.0055472446577518,177
"178","2016-08-31",126.120003,125.839996,0.00222263150010349,178
"179","2016-09-01",126.169998,126.120003,0.000396329624291702,179
"180","2016-09-02",126.510002,126.169998,0.00269118414758385,180
"181","2016-09-06",129.729996,126.510002,0.0251339645140458,181
"182","2016-09-07",131.050003,129.729996,0.0101236159117901,182
"183","2016-09-08",130.270004,131.050003,-0.00596970224651105,183
"184","2016-09-09",127.099998,130.270004,-0.0246350879551631,184
"185","2016-09-12",128.690002,127.099998,0.0124322645870292,185
"186","2016-09-13",127.209999,128.690002,-0.0115671707396938,186
"187","2016-09-14",127.769997,127.209999,0.00439249281643939,187
"188","2016-09-15",128.350006,127.769997,0.00452920494078235,188
"189","2016-09-16",129.070007,128.350006,0.00559399301690711,189
"190","2016-09-19",128.649994,129.070007,-0.00325945499164515,190
"191","2016-09-20",128.639999,128.649994,-7.76944325622253e-05,191
"192","2016-09-21",129.940002,128.639999,0.0100550231870802,192
"193","2016-09-22",130.080002,129.940002,0.00107684033055033,193
"194","2016-09-23",127.959999,130.080002,-0.0164319539082793,194
"195","2016-09-26",127.309998,127.959999,-0.0050926659025059,195
"196","2016-09-27",128.690002,127.309998,0.0107813856829271,196
"197","2016-09-28",129.229996,128.690002,0.00418730453773808,197
"198","2016-09-29",128.089996,129.229996,-0.008860620969533,198
"199","2016-09-30",128.270004,128.089996,0.00140433788097827,199
"200","2016-10-03",128.770004,128.270004,0.00389044985284848,200
"201","2016-10-04",128.190002,128.770004,-0.00451434442294385,201
"202","2016-10-05",128.470001,128.190002,0.00218186790155261,202
"203","2016-10-06",128.740005,128.470001,0.0020994836349999,203
"204","2016-10-07",128.990005,128.740005,0.00194001527730236,204
"205","2016-10-10",130.240005,128.990005,0.00964401990515373,205
"206","2016-10-11",128.880005,130.240005,-0.0104971629803954,206
"207","2016-10-12",129.050003,128.880005,0.00131817174692905,207
"208","2016-10-13",127.82,129.050003,-0.00957692518929054,208
"209","2016-10-14",127.879997,127.82,0.000469276510011163,209
"210","2016-10-17",127.540001,127.879997,-0.00266225200434445,210
"211","2016-10-18",128.570007,127.540001,0.00804350881340277,211
"212","2016-10-19",130.110001,128.570007,0.0119066966599837,212
"213","2016-10-20",130,130.110001,-0.000845803745606943,213
"214","2016-10-21",132.070007,130,0.0157976876023254,214
"215","2016-10-24",133.279999,132.070007,0.00912003285762353,215
"216","2016-10-25",132.289993,133.279999,-0.00745574135529647,216
"217","2016-10-26",131.039993,132.289993,-0.00949386287428045,217
"218","2016-10-27",129.690002,131.039993,-0.0103555639169146,218
