"","enddate","FOLD.Close","lag","log.return","observation"
"71","2016-03-31",8.45,7.99,0.0559756815908989,71
"72","2016-04-01",8.69,8.45,0.0280064979082186,72
"73","2016-04-04",8.25,8.69,-0.0519597389307114,73
"74","2016-04-05",8.41,8.25,0.019208273638267,74
"75","2016-04-06",8.61,8.41,0.0235028444547827,75
"76","2016-04-07",8.25,8.61,-0.0427111180930497,76
"77","2016-04-08",8.11,8.25,-0.0171153322192681,77
"78","2016-04-11",7.82,8.11,-0.0364133135701015,78
"79","2016-04-12",7.94,7.82,0.0152287207018245,79
"80","2016-04-13",8.15,7.94,0.0261046519937271,80
"81","2016-04-14",7.99,8.15,-0.0198271674745882,81
"82","2016-04-15",7.75,7.99,-0.0304979164129278,82
"83","2016-04-18",7.9,7.75,0.0191699161077206,83
"84","2016-04-19",7.6,7.9,-0.0387145121806909,84
"85","2016-04-20",7.8,7.6,0.0259754864032611,85
"86","2016-04-21",8.03,7.8,0.029060794263124,86
"87","2016-04-22",8.05,8.03,0.00248756347180201,87
"88","2016-04-25",8.11,8.05,0.00742577669684907,88
"89","2016-04-26",7.97,8.11,-0.0174133753251975,89
"90","2016-04-27",7.78,7.97,-0.0241281546118235,90
"91","2016-04-28",7.75,7.78,-0.00386349482504489,91
"92","2016-04-29",7.47,7.75,-0.0367978442205295,92
"93","2016-05-02",7.53,7.47,0.0080000426670761,93
"94","2016-05-03",7.07,7.53,-0.0630345619033208,94
"95","2016-05-04",6.81,7.07,-0.0374683597470604,95
"96","2016-05-05",6.53,6.81,-0.0419851768730812,96
"97","2016-05-06",6.44,6.53,-0.0138784031720773,97
"98","2016-05-09",6.61,6.44,0.0260551137473326,98
"99","2016-05-10",6.57,6.61,-0.00606982136707579,99
"100","2016-05-11",6.57,6.57,0,100
"101","2016-05-12",6.47,6.57,-0.01533772398371,101
"102","2016-05-13",6.34,6.47,-0.0202973400636746,102
"103","2016-05-16",6.79,6.34,0.0685721731214701,103
"104","2016-05-17",6.61,6.79,-0.0268672877070097,104
"105","2016-05-18",7.07,6.61,0.0672768260448864,105
"106","2016-05-19",6.91,7.07,-0.0228908421289027,106
"107","2016-05-20",6.84,6.91,-0.0101819061451196,107
"108","2016-05-23",6.92,6.84,0.0116280379951192,108
"109","2016-05-24",7.14,6.92,0.0312970067219147,109
"110","2016-05-25",7.1,7.14,-0.00561799230422322,110
"111","2016-05-26",7.03,7.1,-0.0099080782246963,111
"112","2016-05-27",7.06,7.03,0.0042583456825771,112
"113","2016-05-31",7.08,7.06,0.0028288562004779,113
"114","2016-06-01",7.18,7.08,0.0140254753545044,114
"115","2016-06-02",7.71,7.18,0.0712188045151054,115
"116","2016-06-03",7.17,7.71,-0.0726125329637093,116
"117","2016-06-06",7.16,7.17,-0.00139567363897464,117
"118","2016-06-07",7.04,7.16,-0.0169018108026033,118
"119","2016-06-08",6.92,7.04,-0.0171924005403727,119
"120","2016-06-09",6.71,6.92,-0.0308168186459878,120
"121","2016-06-10",6.05,6.71,-0.10354067894084,121
"122","2016-06-13",5.86,6.05,-0.0319086684538288,122
"123","2016-06-14",6.07,5.86,0.0352090014824857,123
"124","2016-06-15",6.1,6.07,0.00493016610785846,124
"125","2016-06-16",5.99,6.1,-0.0181973590519073,125
"126","2016-06-17",5.62,5.99,-0.0637597482217584,126
"127","2016-06-20",5.91,5.62,0.0503141675124072,127
"128","2016-06-21",5.76,5.91,-0.025708356710207,128
"129","2016-06-22",5.74,5.76,-0.00347826437632492,129
"130","2016-06-23",5.91,5.74,0.0291866210865319,130
"131","2016-06-24",5.45,5.91,-0.0810302227428541,131
"132","2016-06-27",5,5.45,-0.0861776962410525,132
"133","2016-06-28",5.43,5,0.0825012215117438,133
"134","2016-06-29",5.42,5.43,-0.0018433184942892,134
"135","2016-06-30",5.46,5.42,0.00735297430525872,135
"136","2016-07-01",5.74,5.46,0.0500104205746614,136
"137","2016-07-05",5.58,5.74,-0.0282704339382553,137
"138","2016-07-06",5.68,5.58,0.0177624563398402,138
"139","2016-07-07",6.17,5.68,0.0827476051842366,139
"140","2016-07-08",6,6.17,-0.0279393686892415,140
"141","2016-07-11",5.91,6,-0.015113637810048,141
"142","2016-07-12",6,5.91,0.015113637810048,142
"143","2016-07-13",5.79,6,-0.0356271776431512,143
"144","2016-07-14",5.69,5.79,-0.0174220434466641,144
"145","2016-07-15",6.06,5.69,0.0629995519429833,145
"146","2016-07-18",6.12,6.06,0.00985229644301167,146
"147","2016-07-19",5.9,6.12,-0.0366097456125609,147
"148","2016-07-20",6.07,5.9,0.0284062541597332,148
"149","2016-07-21",5.87,6.07,-0.0335039712314018,149
"150","2016-07-22",6,5.87,0.0219048353880498,150
"151","2016-07-25",6,6,0,151
"152","2016-07-26",6.34,6,0.0551192992210796,152
"153","2016-07-27",7.13,6.34,0.11743246597707,153
"154","2016-07-28",6.8,7.13,-0.0473886222441435,154
"155","2016-07-29",6.72,6.8,-0.0118344576470029,155
"156","2016-08-01",6.71,6.72,-0.00148920355146775,156
"157","2016-08-02",6.52,6.71,-0.0287245750450289,157
"158","2016-08-03",6.79,6.52,0.0405765656320431,158
"159","2016-08-04",6.82,6.79,0.00440853028476607,159
"160","2016-08-05",7,6.82,0.0260506771999425,160
"161","2016-08-08",6.94,7,-0.00860837453660013,161
"162","2016-08-09",6.34,6.94,-0.0904230060695785,162
"163","2016-08-10",6.28,6.34,-0.00950878796902721,163
"164","2016-08-11",6.71,6.28,0.0662289705034831,164
"165","2016-08-12",6.94,6.71,0.0337028235351227,165
"166","2016-08-15",7.15,6.94,0.0298105821872032,166
"167","2016-08-16",7,7.15,-0.0212022076506031,167
"168","2016-08-17",6.87,7,-0.0187460428210553,168
"169","2016-08-18",7.01,6.87,0.0201735948122408,169
"170","2016-08-19",7.02,7.01,0.00142551699122095,170
"171","2016-08-22",7.2,7.02,0.02531780798429,171
"172","2016-08-23",7.37,7.2,0.0233366801792356,172
"173","2016-08-24",7,7.37,-0.051507557145932,173
"174","2016-08-25",6.98,7,-0.00286123228103197,174
"175","2016-08-26",6.98,6.98,0,175
"176","2016-08-29",7.01,6.98,0.00428878427221746,176
"177","2016-08-30",6.97,7.01,-0.00572247627406619,177
"178","2016-08-31",6.69,6.97,-0.0410013506322955,178
"179","2016-09-01",6.69,6.69,0,179
"180","2016-09-02",6.75,6.69,0.0089286307443015,180
"181","2016-09-06",7.02,6.75,0.0392207131532811,181
"182","2016-09-07",7.05,7.02,0.00426439878645768,182
"183","2016-09-08",7.04,7.05,-0.00141944665422633,183
"184","2016-09-09",6.53,7.04,-0.0752012268816113,184
"185","2016-09-12",6.97,6.53,0.0652082814840929,185
"186","2016-09-13",6.78,6.97,-0.0276381228201283,186
"187","2016-09-14",6.94,6.78,0.0233246725664089,187
"188","2016-09-15",7.07,6.94,0.0185587053897682,188
"189","2016-09-16",7.28,7.07,0.0292703823001133,189
"190","2016-09-19",7.64,7.28,0.0482667409698343,190
"191","2016-09-20",7.89,7.64,0.032198531679354,191
"192","2016-09-21",7.94,7.89,0.00631714040126141,192
"193","2016-09-22",7.79,7.94,-0.0190724153763875,193
"194","2016-09-23",7.63,7.79,-0.0207530145862913,194
"195","2016-09-26",7.52,7.63,-0.0145217073346173,195
"196","2016-09-27",7.8,7.52,0.036557595733798,196
"197","2016-09-28",7.62,7.8,-0.0233473639969914,197
"198","2016-09-29",7.07,7.62,-0.0749158897900735,198
"199","2016-09-30",7.4,7.07,0.045619520301643,199
"200","2016-10-03",7.33,7.4,-0.00950448431156414,200
"201","2016-10-04",7.3,7.33,-0.00410116774421465,201
"202","2016-10-05",7.51,7.3,0.028361117621698,202
"203","2016-10-06",7.51,7.51,0,203
"204","2016-10-07",7.71,7.51,0.0262827217991948,204
"205","2016-10-10",7.79,7.71,0.0103226723074186,205
"206","2016-10-11",7.55,7.79,-0.0312932966217234,206
"207","2016-10-12",7.2,7.55,-0.0474665372389238,207
"208","2016-10-13",7.22,7.2,0.00277392688272515,208
"209","2016-10-14",6.89,7.22,-0.0467838678791677,209
"210","2016-10-17",6.94,6.89,0.00723068949314598,210
"211","2016-10-18",7.24,6.94,0.042319431878912,211
"212","2016-10-19",7.15,7.24,-0.0125088496917087,212
"213","2016-10-20",7.57,7.15,0.0570807107434412,213
"214","2016-10-21",7.47,7.57,-0.0132980683046315,214
"215","2016-10-24",7.5,7.47,0.00400802139753864,215
"216","2016-10-25",7.52,7.5,0.00266311741948355,216
"217","2016-10-26",7.55,7.52,0.00398142529918522,217
"218","2016-10-27",7.48,7.55,-0.00931477127454761,218
